experiment_name,fold,best_val_acc,train_losses,val_losses,test_acc
exp7_2_batchnorm_dropout,2,84.5,"[2.217013982626108, 1.997340807547936, 1.8812800829227154, 1.7821676547710712, 1.6607831258040209, 1.5771008454836333, 1.4875487089157104, 1.386890567266024, 1.3181327856504, 1.244619186107929, 1.158580312362084, 1.1229668672268207, 1.0231619477272034, 0.9815997022848862, 0.8841823431161734, 0.8524345113680913, 0.7859777533091031, 0.7607259016770583, 0.6680470567483169, 0.6339191565146813, 0.624297206218426, 0.5807267152346097, 0.5220635762581458, 0.5090006154317123, 0.4673031706076402, 0.45170639569942767]","[2.228248953819275, 2.042984187602997, 1.9055456817150116, 1.8128692507743835, 1.7592962384223938, 1.7111403942108154, 1.6626911759376526, 1.6158284842967987, 1.5320937931537628, 1.4946717619895935, 1.4872414767742157, 1.439873218536377, 1.3159439265727997, 1.2750414460897446, 1.2293637990951538, 1.1875058114528656, 1.1591565757989883, 1.1118827760219574, 1.0838884115219116, 1.0429240018129349, 1.05165334045887, 1.0358436107635498, 1.0285691171884537, 0.9911021888256073, 1.0098834782838821, 1.0499098747968674]",
exp7_2_batchnorm_dropout,3,81.5,"[2.2204056703127346, 1.9869032548024104, 1.8721048556841338, 1.7641493999041045, 1.670071684397184, 1.5808600645798903, 1.4849137251193707, 1.3836198311585646, 1.2973331488095796, 1.2465050220489502, 1.13796459711515, 1.090162767813756, 0.9950101329730108, 0.9612174263367286, 0.8590154464428241, 0.8389430091931269, 0.7673925940807049, 0.7020576871358432, 0.6815132177793063, 0.6217049497824448, 0.5705341008993295, 0.5688529839882484, 0.5008186995983124]","[2.1113094091415405, 1.9009754359722137, 1.7737331092357635, 1.7021138072013855, 1.6261177957057953, 1.556355357170105, 1.5143208503723145, 1.4566330015659332, 1.410960078239441, 1.3467365503311157, 1.3066299706697464, 1.2582859843969345, 1.2238305360078812, 1.1985801011323929, 1.1595793068408966, 1.110553815960884, 1.066587820649147, 1.0375052839517593, 1.039641186594963, 1.0139148831367493, 0.9706941097974777, 0.9699713736772537, 0.9447989165782928]",
exp7_2_batchnorm_dropout,4,89.0,"[2.228361826676589, 1.9724592245542085, 1.854092075274541, 1.7721941012602587, 1.6789410847883959, 1.5742250772622914, 1.5197539237829356, 1.4259526821283193, 1.3437921175589929, 1.2656758748568022, 1.1971664337011485, 1.1101597822629488, 1.0467100785328791, 0.9919124153944162, 0.9407478662637564, 0.8264934512285086, 0.8123533588189346, 0.7673842035807096, 0.7052824038725632, 0.6271208066206712, 0.5909984684907473, 0.5754688107050382, 0.5482997619188749, 0.49287124551259553, 0.4735500904229971, 0.45373253180430484, 0.43045430458509004, 0.4022440199668591, 0.36883552028582645, 0.3523550102343926]","[2.102412134408951, 1.895833045244217, 1.785831868648529, 1.7330995202064514, 1.659797191619873, 1.6053025126457214, 1.530881404876709, 1.4796934723854065, 1.4162607491016388, 1.357858657836914, 1.2997337877750397, 1.257181704044342, 1.1740055978298187, 1.1309678107500076, 1.1015167832374573, 1.0787148922681808, 0.9573607593774796, 0.9598331600427628, 0.933727502822876, 0.8868665397167206, 0.8619241267442703, 0.8356841653585434, 0.7787305861711502, 0.7624886631965637, 0.7071031779050827, 0.7467442601919174, 0.7157188951969147, 0.7151343524456024, 0.672565869987011, 0.6709937676787376]",
exp7_2_batchnorm_dropout,5,81.4070351758794,"[2.170690114681537, 1.9587596012995794, 1.8214265933403602, 1.7193189767690806, 1.6266967883476844, 1.5182480903772206, 1.4419619303483229, 1.33318214233105, 1.2309692547871516, 1.1727235867426946, 1.0887549198590791, 1.0287672510513892, 0.9587847590446472, 0.8793807213123028, 0.8267775407204261, 0.7893120279678931, 0.7014786325968229, 0.6765832075705895, 0.6077078397457416, 0.5586630358145788, 0.5285419798814334]","[2.1465528309345245, 1.9174932837486267, 1.796738177537918, 1.7181267738342285, 1.6649931073188782, 1.6039164066314697, 1.5054043531417847, 1.4764654636383057, 1.398254007101059, 1.3389706909656525, 1.2789836823940277, 1.2410828173160553, 1.1768766790628433, 1.1286083459854126, 1.088863879442215, 1.0080695897340775, 0.9803545325994492, 0.9401438534259796, 0.9039649963378906, 0.8431151211261749, 0.8562020659446716]",
exp7_2_batchnorm_dropout,1,82.5,"[2.27464382648468, 2.08763473033905, 1.9602443099021911, 1.864222800731659, 1.7969293594360352, 1.7088297963142396, 1.6479485750198364, 1.5944749355316161, 1.5080310821533203, 1.4492223501205443, 1.3695036888122558, 1.2908016204833985, 1.231390392780304, 1.1628153324127197, 1.1073873877525329, 1.0312572538852691, 0.9854338765144348, 0.9279980301856995, 0.8717285513877868, 0.8032772243022919, 0.7538037002086639, 0.7118724465370179, 0.6714800894260406, 0.6223479151725769, 0.6016656339168549, 0.5482434689998626, 0.5120528161525726]","[2.200472434361776, 2.02293070157369, 1.872560183207194, 1.7872616052627563, 1.7195709546407063, 1.6449046929677327, 1.6028952201207478, 1.5471007426579793, 1.4888685941696167, 1.428419828414917, 1.3729846477508545, 1.314382553100586, 1.2856496175130208, 1.2685809930165608, 1.2154254913330078, 1.166391412417094, 1.136465350786845, 1.0882197221120198, 1.0358596444129944, 1.0022884209950764, 0.9871419072151184, 0.948762059211731, 0.918095072110494, 0.9151279131571451, 0.8911199371019999, 0.8624809781710306, 0.8232970237731934]",77.5
exp7_2_batchnorm_dropout,2,82.5,"[2.306857109069824, 2.077876079082489, 1.9749109506607057, 1.8780739665031434, 1.7897808074951171, 1.6912598133087158, 1.6110831022262573, 1.5388166189193726, 1.481817865371704, 1.415399444103241, 1.3325364589691162, 1.2673838019371033, 1.217844271659851, 1.1765750885009765, 1.0976573944091796, 1.0062056839466096, 0.9696140706539154, 0.9395228207111359, 0.8400669813156127, 0.823621267080307, 0.7367328822612762, 0.7074699997901917, 0.6498956263065339, 0.6469426989555359, 0.648033756017685, 0.5633466958999633, 0.5561013847589493, 0.49637492597103117, 0.4771648794412613, 0.4763308227062225, 0.42275015115737913, 0.4308972120285034, 0.42918346226215365]","[2.1956005891164145, 1.9911031325658162, 1.8326164484024048, 1.7307867209116619, 1.6574598948160808, 1.5905948479970295, 1.5287070274353027, 1.486523151397705, 1.4418676694234211, 1.3917373418807983, 1.3600796858469646, 1.2968111832936604, 1.2355357805887859, 1.2054979006449382, 1.1906199057896931, 1.146716594696045, 1.0942705472310383, 1.037291169166565, 1.0225945115089417, 0.9953907529513041, 0.9674220085144043, 0.9278311928113302, 0.9197260141372681, 0.9061286846796671, 0.8556274970372518, 0.8224696318308512, 0.8451711734135946, 0.806538979212443, 0.7866139809290568, 0.8067514896392822, 0.7634472648302714, 0.76091996828715, 0.7759046157201132]",82.5
exp7_2_batchnorm_dropout,3,88.75,"[2.2425265073776246, 2.0463117361068726, 1.9022758245468139, 1.8053958892822266, 1.7408191919326783, 1.6775318026542663, 1.6026164054870606, 1.5293026328086854, 1.479378056526184, 1.414405882358551, 1.3513149261474608, 1.2769750714302064, 1.2228606700897218, 1.1757575035095216, 1.1083938777446747, 1.0591415226459504, 0.9903936088085175, 0.9255853235721588, 0.8925606369972229, 0.8194949746131897, 0.8032228410243988, 0.7115666747093201, 0.722795557975769, 0.6537710070610047, 0.6181988656520844, 0.5580187112092971, 0.5706172376871109]","[2.1564207077026367, 1.937901457150777, 1.7601849635442097, 1.6508511702219646, 1.5978589057922363, 1.5520369211832683, 1.4967134396235149, 1.4586693445841472, 1.40732737382253, 1.3680501381556194, 1.3233965635299683, 1.2906078100204468, 1.214089274406433, 1.1657987833023071, 1.1490068833033245, 1.14024551709493, 1.092279851436615, 1.0360571940739949, 0.9780895709991455, 0.931616485118866, 0.9157318870226542, 0.8510662515958151, 0.8549437721570333, 0.8221479256947836, 0.7850347956021627, 0.7807597517967224, 0.7256234486897787]",79.5
exp7_2_batchnorm_dropout,4,83.75,"[2.236458921432495, 2.027097773551941, 1.9050048232078551, 1.7750298738479615, 1.7212366461753845, 1.6334612846374512, 1.5693679690361022, 1.5038692951202393, 1.4367382884025575, 1.340654718875885, 1.30334814786911, 1.213529348373413, 1.1630638122558594, 1.0885124921798706, 1.0613487184047699, 0.9437592566013336, 0.89132040143013, 0.8899741411209107, 0.8474676072597503, 0.776416027545929, 0.7561893343925477, 0.7060684263706207, 0.6496798098087311, 0.6200399696826935, 0.6192171692848205, 0.561680480837822, 0.539604440331459, 0.5229658126831055, 0.4919650286436081, 0.4952690452337265, 0.4399891048669815, 0.43467988073825836]","[2.170146385828654, 1.9650071461995442, 1.8042805592219036, 1.7049150864283245, 1.6338107585906982, 1.5777939160664876, 1.523398995399475, 1.475436846415202, 1.4274457693099976, 1.3638864358266194, 1.3071927229563396, 1.2700250148773193, 1.2192232211430867, 1.1917626857757568, 1.1574498017628987, 1.1214604377746582, 1.0781672994295757, 1.0482442378997803, 1.0203134417533875, 0.968801220258077, 0.9393401344617208, 0.9467293421427408, 0.9313734968503317, 0.8757869203885397, 0.8610925475756327, 0.8343562881151835, 0.8111244837443033, 0.7880747119585673, 0.7882680495580038, 0.7722793221473694, 0.7368565400441488, 0.7481881976127625]",78.5
exp7_2_batchnorm_dropout,5,83.01886792452831,"[2.2559087753295897, 2.0631061434745788, 1.956526017189026, 1.885598599910736, 1.8121614336967469, 1.740801465511322, 1.6478432416915894, 1.6091371774673462, 1.5347718119621276, 1.4872596383094787, 1.4009510040283204, 1.302492094039917, 1.2695483922958375, 1.1936726331710816, 1.1300352215766907, 1.0707261085510253, 0.9886892139911652, 0.9136335909366607, 0.9079750001430511, 0.8102390170097351, 0.7887538254261017, 0.7405770182609558, 0.6744149386882782, 0.6799743115901947, 0.6019938230514527, 0.585587078332901, 0.5756781190633774, 0.5112108796834945, 0.5036541521549225, 0.45650692880153654]","[2.1984524726867676, 2.019382437070211, 1.900081952412923, 1.8223727544148762, 1.7650874455769856, 1.7142382860183716, 1.654144565264384, 1.590023438135783, 1.5372244119644165, 1.4769217570622761, 1.404322584470113, 1.368545929590861, 1.3159054517745972, 1.2637485265731812, 1.2204204003016155, 1.205565055211385, 1.1564164360364277, 1.138375719388326, 1.1009593804677327, 1.0652366677920024, 1.067036012808482, 1.0524366895357768, 1.0350126226743062, 1.0169889330863953, 1.0088152885437012, 0.975212832291921, 0.9372247258822123, 0.9257199168205261, 0.9192097783088684, 0.8868554830551147]",82.0
exp7_2_batchnorm_dropout,1,85.0,"[2.260583186149597, 2.0307730793952943, 1.9373462200164795, 1.8192081928253174, 1.7466140031814574, 1.6948069214820862, 1.5997164249420166, 1.5417084455490113, 1.484292471408844, 1.4176169276237487, 1.3516861557960511, 1.2671795129776, 1.2327721834182739, 1.1716553092002868, 1.1060173153877257, 1.0749213099479675, 0.9948449313640595, 0.9584051012992859, 0.8661711633205413, 0.830417913198471, 0.79908447265625, 0.7422029733657837, 0.7088124692440033, 0.6834058880805969, 0.6365126967430115, 0.5631825417280197, 0.5400908142328262, 0.5200194031000137, 0.4987185925245285, 0.4798625260591507, 0.4629673361778259]","[2.1836414337158203, 1.998338222503662, 1.837571342786153, 1.726483146349589, 1.6474690437316895, 1.5908679962158203, 1.5434402624766033, 1.4895191192626953, 1.4437771240870159, 1.4062602519989014, 1.3674918413162231, 1.3293832937876384, 1.2758272091547649, 1.2226804494857788, 1.1880031824111938, 1.1266308824221294, 1.0925215284029643, 1.06648588180542, 1.0260464747746785, 1.0181070764859517, 0.9433950384457906, 0.9223527510960897, 0.9044161438941956, 0.8751894036928812, 0.8300231099128723, 0.8213580449422201, 0.8108631173769633, 0.774956464767456, 0.7451254526774088, 0.7465889056523641, 0.7143750786781311]",80.0
exp7_2_batchnorm_dropout,2,83.125,"[2.248332214355469, 2.0285176277160644, 1.9103208661079407, 1.8169275164604186, 1.7198985457420348, 1.6495445609092712, 1.579550302028656, 1.5192246317863465, 1.439322054386139, 1.3481478691101074, 1.30567809343338, 1.2337052941322326, 1.1999895453453064, 1.119263231754303, 1.0893283843994142, 1.0215981245040893, 0.9808521628379822, 0.9058801829814911, 0.8514245748519897, 0.8339554965496063, 0.7713570177555085, 0.7666550219058991, 0.6888324916362762, 0.6507061839103698, 0.6308162152767182, 0.6285166561603546, 0.5972808122634887, 0.5195383727550507, 0.5176649451255798, 0.5090245395898819, 0.4852669894695282, 0.4409927994012833, 0.4159849226474762, 0.4014940232038498, 0.371522656083107, 0.3528118640184402, 0.3413353592157364, 0.34681580364704134, 0.3137299343943596, 0.31828995048999786, 0.3018281847238541]","[2.157981554667155, 1.9516754945119221, 1.7797433932622273, 1.6476101477940877, 1.5834569931030273, 1.524987816810608, 1.4777100086212158, 1.44016428788503, 1.3961433569590251, 1.3317608038584392, 1.2758606274922688, 1.2552807728449504, 1.2306264638900757, 1.1893388430277507, 1.141503930091858, 1.1269441445668538, 1.0968939065933228, 1.0536790490150452, 1.0023261507352192, 0.9817355275154114, 0.940113882223765, 0.9177655975023905, 0.9012342492739359, 0.8752498428026835, 0.8663669228553772, 0.8493336836496989, 0.8083460330963135, 0.7821976939837137, 0.7967035174369812, 0.7602542638778687, 0.759048600991567, 0.7437851826349894, 0.7191900809605917, 0.7291349569956461, 0.7290014624595642, 0.7202941179275513, 0.7121992111206055, 0.7064562439918518, 0.6938368479410807, 0.6591216723124186, 0.6766131122907003]",80.0
exp7_2_batchnorm_dropout,3,88.125,"[2.2628830671310425, 2.0764984369277952, 1.9704515933990479, 1.862698256969452, 1.7846935749053956, 1.695633089542389, 1.6291299223899842, 1.5497583985328673, 1.497462773323059, 1.4268426418304443, 1.366799283027649, 1.3196092605590821, 1.2693647265434265, 1.1440113186836243, 1.094549798965454, 1.0618439257144927, 1.007131177186966, 0.9221841335296631, 0.8983654260635376, 0.8292855083942413, 0.7939787387847901, 0.7314255177974701, 0.7031697273254395, 0.646687364578247, 0.6116513907909393, 0.6000704824924469, 0.5295198291540146, 0.5043062418699265, 0.4870437324047089, 0.4777450323104858, 0.4375921040773392, 0.4309166997671127, 0.396326532959938, 0.403953492641449, 0.37519225776195525, 0.33622345328330994]","[2.1839426358540854, 1.9949539105097454, 1.8364579677581787, 1.7341349522272747, 1.647067626317342, 1.5911204814910889, 1.5477488438288372, 1.4777926603953044, 1.4218086004257202, 1.3848143021265666, 1.3355917533238728, 1.2884066104888916, 1.232105016708374, 1.1767347653706868, 1.143595019976298, 1.0999980370203655, 1.0318733652432759, 1.0007485349973042, 0.9710220297177633, 0.9319392442703247, 0.8736030658086141, 0.8422622680664062, 0.833035926024119, 0.8108182748158773, 0.7815775473912557, 0.7375311851501465, 0.7329362630844116, 0.7125444213549296, 0.6742326418558756, 0.6671820878982544, 0.6380448937416077, 0.6203769246737162, 0.6183875799179077, 0.6175599296887716, 0.5999637941519419, 0.5454883873462677]",80.0
exp7_2_batchnorm_dropout,4,82.5,"[2.2423130750656126, 2.003542995452881, 1.8655267834663392, 1.8082981705665588, 1.6794412851333618, 1.6102073431015014, 1.5644476890563965, 1.4891888856887818, 1.428755283355713, 1.3738528728485107, 1.2696009159088135, 1.2191609740257263, 1.1431361138820648, 1.098024034500122, 1.0601212859153748, 0.9711699783802032, 0.9032977998256684, 0.8570429623126984, 0.8025086045265197, 0.7797484874725342, 0.7021140575408935, 0.6798217117786407, 0.6119625687599182, 0.6142913520336151, 0.5444941043853759, 0.5263310223817825, 0.5233438581228256, 0.4952462315559387, 0.4804710656404495, 0.44037758708000185, 0.41233853101730344, 0.3785384565591812, 0.37133530974388124, 0.35215246975421904, 0.3389387637376785]","[2.1351922353108725, 1.9197027683258057, 1.7820693651835124, 1.7032527128855388, 1.640573779741923, 1.5911725362141926, 1.5467380285263062, 1.5130274693171184, 1.452995737393697, 1.398791233698527, 1.3575536012649536, 1.3098369042078655, 1.2498234113057454, 1.2146922747294109, 1.160882790883382, 1.1229264736175537, 1.111213246981303, 1.0721306800842285, 1.0367465615272522, 1.016967236995697, 0.9628240664800009, 0.9334441224733988, 0.9327369729677836, 0.9215012987454733, 0.8972529371579488, 0.8687458634376526, 0.8461134433746338, 0.8201411167780558, 0.8346350987752279, 0.8352818489074707, 0.8173255721728007, 0.802340567111969, 0.787291685740153, 0.7903056343396505, 0.7911816835403442]",80.5
exp7_2_batchnorm_dropout,5,84.90566037735849,"[2.255331015586853, 2.06654896736145, 1.9326138615608215, 1.8533717751502992, 1.7542705893516541, 1.6816285729408265, 1.6024446487426758, 1.5087387323379517, 1.4442747235298157, 1.3754635810852052, 1.3476806282997131, 1.244438076019287, 1.1876686930656433, 1.1710291743278503, 1.09828160405159, 1.0204245746135712, 0.9451707303524017, 0.9180809855461121, 0.8911976456642151, 0.8028166472911835, 0.762036120891571, 0.7135659575462341, 0.6927491903305054]","[2.1785196463267007, 1.993657906850179, 1.839788556098938, 1.7151345411936443, 1.6311883131663005, 1.5534399350484211, 1.4906647205352783, 1.4230056603749592, 1.3839417298634846, 1.3411645491917927, 1.265165090560913, 1.2318123976389568, 1.1894181966781616, 1.1550898154576619, 1.1236960291862488, 1.0958904027938843, 1.0459662278493245, 0.9978557626406351, 0.954685906569163, 0.9276522596677145, 0.909130314985911, 0.8661351005236307, 0.8351395527521769]",79.0
exp7_2_batchnorm_dropout,1,81.25,"[1.1891230285167693, 0.27747338861227033, 0.08738221675157547, 0.034753813222050664, 0.024690990196540953, 0.022766820248216392, 0.007160931406542659, 0.008367382967844606, 0.014677101140841841, 0.011335092037916184, 0.005801158584654331, 0.01769311793614179, 0.013040799251757561, 0.005244654510170222, 0.011413312645163386, 0.004560416599269956]","[0.883677065372467, 0.7385611136754354, 0.6874278982480367, 0.7027091582616171, 0.6780491669972738, 0.6649904449780782, 0.7130543192227682, 0.6517940958340963, 0.6510266065597534, 0.6620137691497803, 0.6807530919710795, 0.6606690287590027, 0.7275197903315226, 0.6675729552904764, 0.667580783367157, 0.6690849463144938]",77.0
