experiment_name,fold,best_val_acc,train_losses,val_losses,test_acc
exp5_1_dropout,5,78.61635220125787,"[2.3093048095703126, 2.266474461555481, 2.2226864814758303, 2.1575687170028686, 2.0746759295463564, 1.9975249886512756, 1.9470269083976746, 1.880958878993988, 1.805306041240692, 1.787598478794098, 1.764528501033783, 1.6749250650405885, 1.6266659259796143, 1.592363464832306, 1.5163166761398315, 1.4585752844810487, 1.4204679012298584, 1.3375446677207947, 1.3318169116973877, 1.2569136500358582, 1.2374821901321411, 1.1820914030075074, 1.0701444506645204, 1.0772775292396546, 0.9836377084255219, 0.9424219727516174, 0.9768185079097748, 0.8898745119571686, 0.8738808333873749, 0.8241507232189178, 0.7828727960586548, 0.7619455099105835, 0.7284811556339263, 0.6526817917823792, 0.6999597907066345, 0.6725481808185577, 0.666660875082016, 0.661033982038498, 0.6555684357881546, 0.5968588650226593, 0.6204710900783539, 0.5438887000083923, 0.5374039530754089, 0.5566285789012909, 0.4734693318605423, 0.5221993386745453, 0.5092707186937332, 0.5007196873426437, 0.48746737241745, 0.48009510040283204]","[2.282264232635498, 2.2247283458709717, 2.152381102244059, 2.0641820430755615, 1.9645493030548096, 1.8618075450261433, 1.777046839396159, 1.7051980098088582, 1.646536111831665, 1.592671553293864, 1.5194631814956665, 1.493865172068278, 1.4260706504185994, 1.3517192602157593, 1.2970357338587444, 1.2611957589785259, 1.2016406059265137, 1.1834700504938762, 1.1207474271456401, 1.1295808553695679, 1.121992250283559, 1.06626162926356, 1.0182405710220337, 1.0127309560775757, 1.0026278297106426, 1.0184846917788188, 1.085599144299825, 1.1420031189918518, 1.1818411548932393, 1.2095622022946675, 1.1627642313639324, 1.1263807813326518, 1.1636682550112407, 1.1825539271036785, 1.1860636274019878, 1.2973538239796956, 1.323586920897166, 1.3802033066749573, 1.3621203700701396, 1.3731118241945903, 1.4324671427408855, 1.4598828355471294, 1.51788334051768, 1.5088725686073303, 1.5029151042302449, 1.4991600513458252, 1.4958856701850891, 1.505049188931783, 1.4737711151440938, 1.5181103547414143]",73.0
exp5_2_dropout,1,80.625,"[2.3065547704696656, 2.2572348356246947, 2.1898974895477297, 2.169957709312439, 2.084273171424866, 2.005760979652405, 1.9655452132225038, 1.8920893907546996, 1.8142524242401123, 1.6709449887275696, 1.6719307780265809, 1.6135519027709961, 1.5340855240821838, 1.4460673451423645, 1.4436018228530885, 1.316000258922577, 1.2974218487739564, 1.2857348203659058, 1.2163215219974517, 1.1446650981903077, 1.1549927234649657, 1.0494367122650146, 1.0064348697662353, 0.9227743923664093, 0.8870721817016601, 0.8636127412319183, 0.8107522010803223, 0.7597594797611237, 0.734498405456543, 0.7096658110618591, 0.7451138317584991, 0.6403866410255432, 0.635210144519806, 0.5828194588422775, 0.5653366982936859, 0.532591027021408, 0.48788422644138335, 0.5444638937711715, 0.47968757450580596, 0.43136073648929596, 0.4095941841602325, 0.4115892559289932, 0.40818406641483307, 0.4422073870897293, 0.39095799028873446, 0.3533163875341415, 0.37981543838977816, 0.3160689607262611, 0.3414751648902893, 0.34925260245800016]","[2.272373994191488, 2.2014383474985757, 2.1079341967900596, 2.02713151772817, 1.9576274156570435, 1.8768782218297322, 1.7737441857655842, 1.6776178280512493, 1.588029424349467, 1.4877028862635295, 1.400309443473816, 1.3593333562215169, 1.2778433958689372, 1.2232680718104045, 1.1733434200286865, 1.130644977092743, 1.0884539882342021, 1.0631047487258911, 1.0198867718378704, 0.992225706577301, 0.9643081823984782, 0.9245589375495911, 0.8865557114283243, 0.8430466254552206, 0.8290675282478333, 0.7830028931299845, 0.7563245097796122, 0.7638433376948038, 0.8043854435284933, 0.7933055361111959, 0.7458218534787496, 0.698871393998464, 0.6720482110977173, 0.6687280138333639, 0.6723209222157797, 0.6878475944201151, 0.715493381023407, 0.6575838029384613, 0.6845039327939352, 0.7303744157155355, 0.7503328720728556, 0.7382165193557739, 0.7093053460121155, 0.7337604363759359, 0.7626307010650635, 0.7820817232131958, 0.777912437915802, 0.8132734497388204, 0.8327380021413168, 0.7857502698898315]",78.0
exp5_2_dropout,2,68.75,"[2.2848164558410646, 2.198298954963684, 2.1805196523666384, 2.0522436022758486, 1.9937894344329834, 1.9318689942359923, 1.8930621862411499, 1.8130712747573852, 1.8280107259750367, 1.7188273787498474, 1.6580541610717774, 1.58999764919281, 1.5070587038993835, 1.4709057331085205, 1.3934120655059814, 1.339311695098877, 1.2437952876091003, 1.1827772855758667, 1.2450724720954895, 1.0670951664447785, 1.1023153126239777, 1.0579461097717284]","[2.2286813259124756, 2.097421089808146, 1.9957222143809001, 1.9182541370391846, 1.8442593018213909, 1.7731383244196575, 1.708333690961202, 1.6423672040303547, 1.5791184902191162, 1.5041110912958782, 1.413935939470927, 1.3263269265492756, 1.2599046627680461, 1.1907658576965332, 1.1507940689722698, 1.1241636673609416, 1.06047523021698, 1.021371344725291, 1.0007521112759907, 0.9808315634727478, 0.9606685439745585, 0.9153548081715902]",68.0
exp5_2_dropout,3,85.625,"[2.2927365779876707, 2.245806622505188, 2.188369941711426, 2.1252564072608946, 2.068262004852295, 1.9748394250869752, 1.9450109243392943, 1.8307232022285462, 1.7732776165008546, 1.677552878856659, 1.6357547879219054, 1.573053789138794, 1.5649643182754516, 1.4759912848472596, 1.4281861305236816, 1.3364668011665344, 1.3133784532546997, 1.2059778571128845, 1.2600806295871734, 1.1891350984573363, 1.0867576897144318, 1.0887047171592712, 1.0323221921920775, 1.055597537755966, 0.9420884668827056, 0.9044099628925324, 0.959921807050705, 0.878149402141571, 0.7581964075565338, 0.7620122790336609, 0.7903204262256622, 0.7037785708904266, 0.6953994810581208, 0.6454315811395646, 0.598468205332756, 0.5729573279619217, 0.5920735538005829, 0.5560330003499985]","[2.2674365043640137, 2.190704107284546, 2.087655226389567, 1.9602174758911133, 1.842782974243164, 1.7194978793462117, 1.6314623753229778, 1.5400924682617188, 1.4498775005340576, 1.3532756964365642, 1.2865827480951946, 1.2116238673528035, 1.1445652842521667, 1.0991481343905132, 1.0521966020266216, 0.9715154965718588, 0.9234327475229899, 0.876290480295817, 0.8392682472864786, 0.8120243946711222, 0.7476402322451273, 0.7203920781612396, 0.7265834410985311, 0.679474929968516, 0.6289476950963339, 0.6124140918254852, 0.607783575852712, 0.5986382762591044, 0.5735741853713989, 0.5412284433841705, 0.5238228340943655, 0.538543035586675, 0.5342139403025309, 0.4998895227909088, 0.47426358858744305, 0.46339766184488934, 0.45962416132291156, 0.43586093187332153]",77.5
exp5_2_dropout,4,77.5,"[2.292440152168274, 2.2013445138931274, 2.1167678356170656, 2.0608890771865847, 1.9724376559257508, 1.9402202248573304, 1.8877933502197266, 1.7882173538208008, 1.7532967567443847, 1.7234735131263732, 1.6425239205360413, 1.6614639282226562, 1.5558366417884826, 1.554586410522461, 1.5337376832962035, 1.4743172526359558, 1.4374658703804015, 1.3645422101020812, 1.3177640557289123, 1.330562913417816, 1.234258484840393, 1.2510076880455017, 1.127873295545578, 1.1286046206951141, 1.047221553325653, 0.9731848001480102, 0.9452798306941986, 0.9981013417243958, 0.921937209367752, 0.8088793337345124, 0.7642914175987243, 0.745408421754837, 0.7156066238880158, 0.7635915279388428]","[2.236427625020345, 2.0869080225626626, 1.9625719388326008, 1.8920707702636719, 1.829387625058492, 1.7846391598383586, 1.7543333371480305, 1.7012004057566326, 1.6550623178482056, 1.615965485572815, 1.5667426586151123, 1.5529334545135498, 1.5221659739812214, 1.512636383374532, 1.4320301214853923, 1.3556043306986492, 1.3353115717569988, 1.326702356338501, 1.2695779005686443, 1.2174917459487915, 1.1859320402145386, 1.1272976001103718, 1.105991244316101, 1.0677064855893452, 0.9991342226664225, 0.9701903661092123, 0.9659587939580282, 0.8937384486198425, 0.8799063563346863, 0.8945801854133606, 0.9098578294118246, 0.9044630726178488, 0.9241342147191366, 0.8947853048642477]",73.0
exp5_2_dropout,5,77.9874213836478,"[2.301760721206665, 2.262735438346863, 2.1890942096710204, 2.1349244594573973, 2.091076469421387, 2.0366589069366454, 1.9502265691757201, 1.937886357307434, 1.8204949378967286, 1.7189519286155701, 1.724864387512207, 1.5486095547676086, 1.5864980459213256, 1.4896112203598022, 1.4501219153404237, 1.3494472265243531, 1.3027802586555481, 1.305438482761383, 1.2169913172721862, 1.1625985145568847, 1.1358340859413147, 1.1040986359119416, 1.0310120701789856, 0.9759399890899658, 0.900290721654892, 0.9169882416725159, 0.8559379756450654, 0.8376361012458802, 0.8299432873725892, 0.7943131983280182, 0.7141177356243134, 0.7229291200637817, 0.7425359666347504, 0.6431637614965439, 0.6222275197505951, 0.6213895529508591, 0.6160824716091156]","[2.2710233529408774, 2.211510340372721, 2.130093256632487, 2.036929647127787, 1.9688371817270915, 1.917407512664795, 1.8270395199457805, 1.7180437246958415, 1.610796848932902, 1.5113470951716106, 1.4324675003687541, 1.3659179210662842, 1.298764944076538, 1.246042827765147, 1.2012970050175984, 1.1575703422228496, 1.119245171546936, 1.1051312287648518, 1.0672664841016133, 1.0443519552548726, 1.0230251749356587, 0.9696545600891113, 0.9362374941507975, 0.8985676169395447, 0.8559479316075643, 0.8457778692245483, 0.8292861978212992, 0.838034192721049, 0.8444521427154541, 0.849570612112681, 0.8378199736277262, 0.7816286087036133, 0.8179875413576762, 0.8825181722640991, 0.8307963609695435, 0.7971164584159851, 0.842389980951945]",76.5
exp5_3_dropout,1,78.125,"[2.2843674182891847, 2.238878297805786, 2.16760630607605, 2.126789629459381, 2.0293803334236147, 1.9356719970703125, 1.8867531299591065, 1.8867202639579772, 1.7785682201385498, 1.748818814754486, 1.6632193446159362, 1.629379189014435, 1.5569107294082642, 1.506453549861908, 1.4472667932510377, 1.4403045415878295, 1.368549931049347, 1.330904448032379, 1.2524045944213866, 1.199200451374054, 1.200881540775299, 1.1413348495960236, 1.1018671095371246, 1.0412291288375854, 1.002414447069168, 0.9359118700027466, 0.910901141166687, 0.8641787946224213, 0.8332583725452423, 0.8296674907207489, 0.7440965235233307, 0.7518856227397919, 0.6773027718067169, 0.7222832083702088, 0.657947090268135, 0.6292328119277955, 0.6217699706554413, 0.6124209463596344, 0.6046547591686249, 0.5434943169355393, 0.5467012882232666, 0.5021293789148331, 0.4727067619562149, 0.454109288752079, 0.42251590490341184, 0.41721152067184447]","[2.256760756174723, 2.1786192258199057, 2.0659894148508706, 1.9723232984542847, 1.8863288561503093, 1.8013883431752522, 1.737106720606486, 1.6867469549179077, 1.6449129978815715, 1.5823276042938232, 1.514604131380717, 1.4473545551300049, 1.3934357166290283, 1.3458158175150554, 1.3008382717768352, 1.2519875764846802, 1.210898995399475, 1.1713420152664185, 1.1166780193646748, 1.0736405849456787, 1.0526185830434163, 1.0354813933372498, 0.9813304543495178, 0.9515875577926636, 0.9337066014607748, 0.9448344310124716, 0.8857240478197733, 0.8595367074012756, 0.8692753314971924, 0.8458525141080221, 0.8360189000765482, 0.841497540473938, 0.8451555172602335, 0.8503854274749756, 0.8017292221387228, 0.7915179133415222, 0.8036152124404907, 0.7776045997937521, 0.7491083145141602, 0.7547320524851481, 0.7698294520378113, 0.760625938574473, 0.7735182046890259, 0.7764689326286316, 0.8014357686042786, 0.8010406692822775]",77.0
exp5_3_dropout,2,81.875,"[2.273147773742676, 2.189769983291626, 2.1459644079208373, 2.0679696559906007, 2.0037534713745115, 1.9947842836380005, 1.9587983012199401, 1.9020632266998292, 1.8497990012168883, 1.8175740361213684, 1.7711772561073302, 1.7190567255020142, 1.6772924184799194, 1.6381698608398438, 1.5307645559310914, 1.5234114408493042, 1.4684416055679321, 1.4191460251808166, 1.352219533920288, 1.2659816145896912, 1.201494950056076, 1.1500396847724914, 1.1674798607826233, 1.0576086699962617, 1.033731609582901, 1.0035595059394837, 0.9043020069599151, 0.9042834103107452, 0.9096129059791564, 0.8152525901794434, 0.8303226709365845, 0.7964724361896515, 0.7060866534709931, 0.6857818603515625, 0.6859141916036606, 0.6725126206874847, 0.6384943127632141, 0.5960478603839874, 0.5363949716091156, 0.49199390411376953, 0.5576151609420776, 0.5125281810760498, 0.5085352480411529, 0.46569031178951265, 0.4715567022562027, 0.39276481568813326, 0.42129563838243483]","[2.210965077082316, 2.050737897555033, 1.9625234206517537, 1.9228723446528118, 1.8737748861312866, 1.8294365406036377, 1.7763646841049194, 1.7398322423299153, 1.6884415944417317, 1.6342426141103108, 1.5643419822057087, 1.5143609841664631, 1.4586151838302612, 1.3817416826883953, 1.311562220255534, 1.2512319485346477, 1.1941214799880981, 1.134889264901479, 1.083095133304596, 1.022883931795756, 0.9737186233202616, 0.9556114673614502, 0.9127635558446249, 0.8805914123853048, 0.8450109759966532, 0.8178319136301676, 0.8062509099642435, 0.7818944056828817, 0.7941919167836508, 0.7920132080713908, 0.7809993028640747, 0.7575929562250773, 0.768403430779775, 0.7367245952288309, 0.7140781084696451, 0.7384466926256815, 0.7229767044385275, 0.6790704925855001, 0.6680399974187216, 0.6659796833992004, 0.7115829785664877, 0.7446448604265848, 0.8095801472663879, 0.7362332145373026, 0.7392315864562988, 0.7905622720718384, 0.7622920870780945]",77.5
exp5_3_dropout,3,84.375,"[2.295432615280151, 2.2229984760284425, 2.172293496131897, 2.094996249675751, 2.048782706260681, 1.9716619491577148, 1.898591125011444, 1.8280639171600341, 1.8154898047447205, 1.702737069129944, 1.6350067973136901, 1.5821412086486817, 1.4820940613746643, 1.475277030467987, 1.3914345145225524, 1.3369201302528382, 1.2996996760368347, 1.2770987927913666, 1.1975790500640868, 1.176239675283432, 1.1209186911582947, 1.0892453610897064, 1.017947107553482, 1.035846585035324, 1.001237553358078, 0.9659039378166199, 0.8858825922012329, 0.8648451566696167, 0.8077293455600738, 0.7358430743217468, 0.7440452635288238, 0.7439489543437958, 0.7002414286136627, 0.66214519739151, 0.7307951658964157, 0.586721134185791, 0.5949199676513672, 0.6181502223014832, 0.5689098685979843, 0.637314161658287, 0.5267835259437561, 0.5491587877273559, 0.5303468883037568, 0.5313224822282792, 0.520804101228714, 0.45075138807296755, 0.45591027438640597, 0.4596383720636368, 0.4560192316770554, 0.4356847405433655]","[2.226246436436971, 2.1101852655410767, 1.9878722429275513, 1.8680952787399292, 1.7745267947514851, 1.6847525437672932, 1.5986829201380413, 1.509845495223999, 1.4447101751963298, 1.3858794768651326, 1.3124396006266277, 1.233547031879425, 1.1867568890253704, 1.14102969566981, 1.1040780544281006, 1.038191318511963, 0.9977695743242899, 0.9499156673749288, 0.9225396911303202, 0.8886805574099222, 0.8600754141807556, 0.8395195603370667, 0.8060135642687479, 0.7725319465001425, 0.7751316825548807, 0.7467253804206848, 0.7413365244865417, 0.7291815479596456, 0.6809780895709991, 0.6667122840881348, 0.674752285083135, 0.6605706016222636, 0.664564828077952, 0.6450894773006439, 0.65731347600619, 0.6497930486996969, 0.6319959958394369, 0.6371584832668304, 0.6313681304454803, 0.6068399647871653, 0.6096568405628204, 0.5928005774815878, 0.5640757232904434, 0.5735892057418823, 0.5644894440968832, 0.5853585253159205, 0.5935311814149221, 0.5900845328966776, 0.579865296681722, 0.5777671237786611]",77.0
exp5_3_dropout,4,81.25,"[2.2754287719726562, 2.2387592077255247, 2.1373599767684937, 2.1047836542129517, 2.0033242225646974, 1.979228103160858, 1.9475315928459167, 1.8510813951492309, 1.8130874991416932, 1.75070161819458, 1.6772493481636048, 1.6408291697502135, 1.5552960276603698, 1.5478957295417786, 1.502225387096405, 1.4608896970748901, 1.4231303215026856, 1.3557783484458923, 1.307132363319397, 1.226032793521881, 1.2029650568962098, 1.152766764163971, 1.1068298518657684, 1.0862129390239716, 1.023388546705246, 0.9564707159996033, 0.928622978925705, 0.8447244167327881, 0.8504221975803375, 0.8326335728168488, 0.8554235160350799, 0.8004656732082367, 0.7355524867773056, 0.7098236620426178, 0.6890987515449524, 0.6618087589740753, 0.6090627193450928, 0.5656730949878692, 0.5763623178005218, 0.5243795126676559, 0.5059588134288788, 0.4589499682188034]","[2.2358524799346924, 2.1191802819569907, 2.0216139952341714, 1.920864224433899, 1.8539497057596843, 1.8053626616795857, 1.7436524629592896, 1.6824833552042644, 1.6302175124486287, 1.571938435236613, 1.521615743637085, 1.470699946085612, 1.4082481066385906, 1.383165677388509, 1.3254980246225994, 1.3046246767044067, 1.2631210088729858, 1.2346018155415852, 1.1947163740793865, 1.1596615711847942, 1.120692292849223, 1.1030311385790508, 1.083742658297221, 1.0579906304677327, 1.017925997575124, 1.0178163051605225, 1.0048697988192241, 0.9275393088658651, 0.9310726722081503, 0.9494542280832926, 0.9110870361328125, 0.8828671375910441, 0.8587327798207601, 0.7930564880371094, 0.8018070260683695, 0.7693141301472982, 0.7609565655390421, 0.8268163800239563, 0.8781328002611796, 0.7780446807543436, 0.7809019088745117, 0.7767575979232788]",77.5
exp5_3_dropout,5,81.76100628930817,"[2.2913089036941527, 2.222622847557068, 2.175649571418762, 2.0713987588882445, 1.9905789732933044, 1.9909653306007384, 1.896015501022339, 1.8561358332633973, 1.7706610918045045, 1.7400457739830018, 1.661639666557312, 1.6357996106147765, 1.5677587389945984, 1.4808605194091797, 1.4578842282295228, 1.3874173164367676, 1.3075849294662476, 1.2387303233146667, 1.2278921127319335, 1.2073200821876526, 1.1086547553539277, 1.1576212167739868, 1.0859144866466521, 1.0340162873268128, 0.9947707235813141, 0.9034006714820861, 0.9356023132801056, 0.856607586145401, 0.8371822595596313, 0.8391457974910737, 0.7781420230865479, 0.7216614782810211, 0.7143339157104492, 0.6903586626052857, 0.6492153912782669, 0.6204679161310196, 0.6560676634311676, 0.6291283965110779, 0.5761430650949478, 0.6221422255039215, 0.5658483594655991, 0.5363482177257538, 0.4904596656560898, 0.5251257300376893, 0.5170697450637818, 0.467158043384552, 0.49139071106910703, 0.4298988699913025]","[2.2320597171783447, 2.1350885232289634, 2.0342203776041665, 1.9367316961288452, 1.844570795694987, 1.756341576576233, 1.6939186255137126, 1.63547416528066, 1.564339240392049, 1.4842070738474529, 1.4200621445973713, 1.3649691740671794, 1.3155815998713176, 1.2585793137550354, 1.2108053962389629, 1.1705576578776042, 1.119722604751587, 1.0779407421747844, 1.036841372648875, 1.0195550719896953, 0.986153801282247, 0.9574349721272787, 0.9226892391840616, 0.9027683536211649, 0.8553346991539001, 0.8190783063570658, 0.8143536448478699, 0.7949612339337667, 0.7804016868273417, 0.7590924104054769, 0.7667959133783976, 0.7554600636164347, 0.7312657634417216, 0.7178128759066263, 0.7164319356282552, 0.7063326040903727, 0.7316956917444865, 0.7369978229204813, 0.7114511926968893, 0.7424638668696085, 0.8195973436037699, 0.7743027011553446, 0.7964830199877421, 0.8304256200790405, 0.8563103675842285, 0.8887690703074137, 0.8579844236373901, 0.8568514188130697]",77.5
exp5_4_dropout,1,81.25,"[2.291011357307434, 2.226836895942688, 2.1816370248794557, 2.1292465925216675, 2.0470101594924928, 1.9641828656196594, 1.8935836672782898, 1.8026257514953614, 1.7790473580360413, 1.692092502117157, 1.6396586298942566, 1.5659173846244812, 1.480889368057251, 1.4593937993049622, 1.3698333978652955, 1.3125918984413147, 1.2522760272026061, 1.1834454238414764, 1.186149352788925, 1.1202218890190125, 1.1193428039550781, 1.0044688761234284, 1.003348070383072, 0.9273477613925933, 0.9510867238044739, 0.8430795490741729, 0.8409881591796875, 0.8474036753177643, 0.8410873711109161, 0.7984107196331024, 0.745899897813797, 0.7326533228158951, 0.702534681558609, 0.6544308662414551, 0.6252342820167541, 0.6627993226051331, 0.6174277901649475, 0.5588845074176788, 0.5635028451681137, 0.6250802248716354, 0.5145912289619445, 0.527905735373497, 0.4494946986436844, 0.45791441202163696, 0.4920726478099823, 0.47710773944854734, 0.41861286461353303, 0.39059565365314486, 0.4196155369281769, 0.38897609114646914]","[2.249638636906942, 2.1585683027903237, 2.072221120198568, 1.9857947826385498, 1.871953805287679, 1.754948655764262, 1.6600848038991292, 1.5715561707814534, 1.4967902104059856, 1.4370977481206257, 1.3764336506525676, 1.303791602452596, 1.2487583955128987, 1.207231601079305, 1.180946667989095, 1.1469049056371052, 1.1008667548497517, 1.0404860973358154, 1.0084276994069417, 1.0146870613098145, 0.974058469136556, 0.9545298020044962, 0.9155825773874918, 0.9088893930117289, 0.9009565313657125, 0.8764577110608419, 0.8609483440717062, 0.8420879443486532, 0.8387263218561808, 0.8503393133481344, 0.8922915061314901, 0.8772308230400085, 0.8536259929339091, 0.873949388662974, 0.8541023929913839, 0.851632277170817, 0.8258666594823202, 0.7975742618242899, 0.8284988005956014, 0.8201371828715006, 0.8016662200291952, 0.8118191758791605, 0.8544500271479288, 0.8309816916783651, 0.7749412655830383, 0.7493787010510763, 0.7789041598637899, 0.7979482412338257, 0.8105341593424479, 0.8098745743433634]",79.0
exp5_4_dropout,2,81.875,"[2.2943138122558593, 2.246051287651062, 2.168457007408142, 2.1364623308181763, 2.0787368178367616, 1.995079791545868, 1.8988825917243957, 1.8024886965751648, 1.7606027841567993, 1.7185515999794005, 1.6285529613494873, 1.6043068408966064, 1.5292853355407714, 1.4605227351188659, 1.4414192676544189, 1.3895673751831055, 1.2781340956687928, 1.236145794391632, 1.2135098695755004, 1.2031911849975585, 1.1605291962623596, 1.08050097823143, 0.995815533399582, 0.9542501628398895, 0.8994438767433166, 0.9091135382652282, 0.8649541318416596, 0.8325967371463776, 0.725429791212082, 0.7435149550437927, 0.6881675153970719, 0.6657251060009003, 0.6460461109876633, 0.6011705130338669, 0.5611636310815811, 0.6172207981348038, 0.5621643215417862, 0.5423575639724731, 0.49453841149806976, 0.49752306044101713, 0.46417975425720215, 0.5011566400527954, 0.47848235070705414, 0.4573492854833603, 0.40870244055986404, 0.4052883744239807, 0.38648003339767456, 0.3787923872470856, 0.3641735568642616, 0.3344433754682541]","[2.253121296564738, 2.1741697788238525, 2.0666771729787192, 1.9652041991551716, 1.8693254788716633, 1.767902096112569, 1.6338131030400593, 1.5438469250996907, 1.4900145133336384, 1.4447928269704182, 1.4062098662058513, 1.3505608240763347, 1.2971129814783733, 1.2320020993550618, 1.1774320205052693, 1.1218594908714294, 1.079459547996521, 1.0538459817568462, 1.007975200812022, 0.9541203776995341, 0.9284825325012207, 0.9090827703475952, 0.8592187166213989, 0.8216943740844727, 0.8097678224245707, 0.8135080933570862, 0.7655382951100668, 0.7524880170822144, 0.7314064900080363, 0.7447623411814371, 0.7521220048268636, 0.7386196653048197, 0.7480153640111288, 0.762629489103953, 0.7846448421478271, 0.7948926091194153, 0.7690375844637553, 0.7370755473772684, 0.7711406151453654, 0.8388957182566324, 0.8072621623675028, 0.798541267712911, 0.8000603318214417, 0.8055139780044556, 0.8122626543045044, 0.8117077151934305, 0.8047764897346497, 0.7831536730130514, 0.8368220726648966, 0.8778786659240723]",79.0
exp5_4_dropout,3,85.625,"[2.292995977401733, 2.2484834671020506, 2.1928861141204834, 2.12107994556427, 2.0875733375549315, 2.0032125115394592, 1.9988893151283265, 1.923917293548584, 1.84044269323349, 1.7830350995063782, 1.7166157245635987, 1.7005367875099182, 1.5894501447677611, 1.4995437145233155, 1.4982914209365845, 1.4201788187026978, 1.3533431887626648, 1.2461426734924317, 1.2181320011615753, 1.1228388369083404, 1.0916513741016387, 1.0861034154891969, 1.0016231119632721, 0.968511313199997, 0.8999742448329926, 0.9228736817836761, 0.8530455350875854, 0.818595027923584, 0.8195595502853393, 0.7847727715969086, 0.6997952580451965, 0.6303116202354431, 0.6179724931716919, 0.6173990547657013, 0.6051919460296631, 0.5782257556915283]","[2.2430203755696616, 2.1597061157226562, 2.0500770807266235, 1.9441129763921101, 1.8678711652755737, 1.8031296332677205, 1.7328259944915771, 1.6468084653218586, 1.5759622653325398, 1.5087651014328003, 1.4300491412480671, 1.3608804941177368, 1.2982012033462524, 1.217664102713267, 1.1323076883951824, 1.0722691814104717, 1.000968337059021, 0.9514969786008199, 0.8879809776941935, 0.8298486073811849, 0.7811362147331238, 0.7346571882565817, 0.6805180410544077, 0.6510591804981232, 0.6446934541066488, 0.613408217827479, 0.6037489175796509, 0.5581988592942556, 0.5369245509306589, 0.5540468196074168, 0.5551611085732778, 0.52695299188296, 0.5191720724105835, 0.528182735045751, 0.5327284634113312, 0.5268149276574453]",75.5
exp5_4_dropout,4,78.125,"[2.298840856552124, 2.2459120035171507, 2.196610713005066, 2.1624290466308596, 2.0628310799598695, 2.03750079870224, 1.9037704706192016, 1.8721338272094727, 1.8221279740333558, 1.7354723453521728, 1.7005651235580443, 1.63767169713974, 1.5712138533592224, 1.5615787625312805, 1.5031366109848023, 1.4022781372070312, 1.4020558595657349, 1.4070545315742493, 1.30776104927063, 1.2424155831336976, 1.180048006772995, 1.182930600643158, 1.1491031408309937, 1.0615414083003998, 1.0653618097305297, 0.9970296025276184, 0.9784362852573395, 0.9062678158283234, 0.8899206697940827, 0.8922318458557129, 0.8185626029968261, 0.782676738500595, 0.817616480588913, 0.6968391835689545, 0.7740453600883483, 0.7257510423660278, 0.6695222914218902]","[2.266953388849894, 2.2036451498667398, 2.118128776550293, 2.0189305543899536, 1.9105972051620483, 1.8169344266255696, 1.748709241549174, 1.7023899952570598, 1.641825556755066, 1.5809888044993083, 1.540608803431193, 1.4985593954722087, 1.4599122206370037, 1.4240103960037231, 1.380264163017273, 1.3411636352539062, 1.3210367759068806, 1.2662211259206135, 1.2231557369232178, 1.2164417107899983, 1.160909374554952, 1.117111047108968, 1.1068305174509685, 1.1389353672663372, 1.068078835805257, 1.090226650238037, 1.0629327297210693, 1.017745018005371, 1.0043141841888428, 1.0015624165534973, 0.9954181512196859, 0.9633279244105021, 0.9971751968065897, 0.9933376908302307, 0.9335455099741617, 0.8969751397768656, 0.8789259394009908]",76.5
exp5_4_dropout,5,80.50314465408805,"[2.2899608850479125, 2.2378170013427736, 2.160750389099121, 2.127587044239044, 2.0391271352767943, 1.9928494811058044, 1.9194637775421142, 1.9220308780670166, 1.8483009576797484, 1.7932465195655822, 1.7302147030830384, 1.7298593759536742, 1.6357624530792236, 1.5869008302688599, 1.5216039299964905, 1.4650166273117065, 1.432160234451294, 1.40912207365036, 1.340326464176178, 1.2636221289634704, 1.1946958303451538, 1.2222968459129333, 1.1330357551574708, 1.1137836396694183, 1.0302262485027314, 0.9649360477924347, 0.9545570850372315, 0.9340263426303863, 0.885069614648819, 0.8100859224796295, 0.7719552993774415, 0.7229558527469635, 0.6872233331203461, 0.7185538172721863, 0.6794742941856384, 0.6346892237663269]","[2.241288344065348, 2.154667059580485, 2.0820194085439048, 2.0223898887634277, 1.9424201250076294, 1.852432092030843, 1.8032666047414143, 1.7504786650339763, 1.6906691392262776, 1.6133838891983032, 1.5545337994893391, 1.5113851229349773, 1.4379795392354329, 1.3961155811945598, 1.3695487976074219, 1.363412340482076, 1.3325981696446736, 1.2768397331237793, 1.2659254670143127, 1.3035715619723003, 1.2858375509579976, 1.2428268194198608, 1.1743569175402324, 1.1404464840888977, 1.1682580709457397, 1.189950406551361, 1.1838841040929158, 1.1616981625556946, 1.1742966373761494, 1.179589052995046, 1.1670672694842021, 1.157573123772939, 1.2617205381393433, 1.246024986108144, 1.2438700397809346, 1.2649208903312683]",76.5
exp6_1_leakyrelu,1,79.375,"[2.2191208600997925, 1.8631006360054017, 1.4483395576477052, 0.9993975222110748, 0.6764752566814423, 0.46327404081821444, 0.3159501239657402, 0.20239370912313462, 0.12395438998937607, 0.0766780573874712, 0.04609302096068859, 0.03139232993125916, 0.021181998215615748, 0.020105217583477497, 0.012355036195367574, 0.013536354759708047, 0.012151078507304191]","[2.0647801558176675, 1.7128092447916667, 1.4031939109166462, 1.1204928755760193, 0.9715239206949869, 0.8840836683909098, 0.8071597218513489, 0.7341991662979126, 0.7336205641428629, 0.7200267712275187, 0.7330076495806376, 0.7387590209643046, 0.77365110317866, 0.7983154058456421, 0.815755824247996, 0.8666165272394816, 0.8216263055801392]",78.0
